scenario_id,label
002b092f-16ba-4cc9-8153-ff327c2e15fa,VEHICLE_RISK
002ba5cf-202b-4e38-84a1-13ab1651cff4,VEHICLE_RISK
002c7ea8-1030-44b8-acdb-fcf4e3e9e30d,VRU_CRITICAL
002cb1d7-7559-4c5f-b69d-5f3bad272489,VRU_CRITICAL
002cfc79-a463-4eff-9d80-1bd0eba5c8f5,VRU_CRITICAL
002d252b-2abb-4d0a-9037-422dc10364f5,VEHICLE_RISK
002db838-849d-4fe2-b014-01b8846ecdf4,VEHICLE_RISK
002de2ad-75dd-4be0-9b12-83440d2affc4,VEHICLE_RISK
002e3bf4-638c-411c-b191-baf847bc0c07,VRU_CRITICAL
002ebbfc-244b-48c1-a166-90f809117147,VEHICLE_RISK
002f6040-a4f3-4c43-8272-567890ca5296,VRU_CRITICAL
002f684e-40a5-4ed3-a513-cb0d0e3e1ca9,VRU_CRITICAL
0030993d-1b01-4797-81e6-ab8abc4decf9,VEHICLE_RISK
00319e4b-87a8-406e-b567-71149ed49624,VRU_CRITICAL
0031c325-c203-4e10-8467-628a7fe4b7d4,VRU_CRITICAL
00335024-91c9-440d-8151-4d1a838a6a2d,VEHICLE_RISK
0033764b-1250-41b9-8869-6359aab87488,VRU_CRITICAL
0033b14c-f335-4bd1-b6db-ad31da9f9a6d,VRU_CRITICAL
0033c0df-89b7-42e8-b07a-1ef9d1e403c9,VEHICLE_RISK
0033deac-0b52-4768-a031-b5bed7e9c1d4,VEHICLE_RISK
00346844-3140-4966-a728-3e01c78de3fe,VEHICLE_RISK
00347705-fcb7-40a0-a9a9-b1bbe758bbd7,VRU_CRITICAL
003477b7-792b-4b09-8b73-2739bfd5d4d2,VEHICLE_RISK
00350262-9973-405b-86cb-4b9c5820a4ac,VRU_CRITICAL
00353bad-2906-47c5-beed-ec1f4c6a1f3b,VRU_CRITICAL
0035770b-643e-4907-8053-f27c66c4eea9,VRU_CRITICAL
00368457-d512-4822-be48-71cc9b606f75,VRU_CRITICAL
003700c0-9d45-4fc7-869d-786460b20c03,VEHICLE_RISK
00375d61-7502-44ba-8e9d-83c8193c90e0,VRU_CRITICAL
0038939e-83ae-417d-bbf4-a7d92529e238,VEHICLE_RISK
0038f5f8-e47b-4b3b-89e7-8a34b8e7b852,VRU_CRITICAL
003944f1-d27a-4989-b88f-7736e7124a02,VEHICLE_RISK
003a28af-8c90-4710-9ebf-5665fb40888d,VEHICLE_RISK
003a3296-1259-432e-810d-6140ea659899,VRU_CRITICAL
003aa3bd-b76f-457d-9bc6-976f3e789df0,VEHICLE_RISK
003afe92-2abd-40ca-ab73-812779f38438,VEHICLE_RISK
003b6955-c47e-42bd-9ff2-30a4f27ab890,VEHICLE_RISK
003bd10e-8b91-4eb2-a021-42ece3a55095,VRU_CRITICAL
003c2f89-0402-4723-bc38-0b7401259539,VEHICLE_RISK
003c8249-90b0-4e43-acee-f4f2372a7042,VRU_CRITICAL
003c9ff4-0c3f-4058-b34f-4f8b67c88f7e,VEHICLE_RISK
003dde2b-0e14-4d60-84f2-78b7b51db9a1,VEHICLE_RISK
003e9185-53b3-449a-acc6-71571c3e9a7f,VRU_CRITICAL
003f00b0-4471-45e2-a52f-0e678d612877,VEHICLE_RISK
003fd17a-d77e-4455-88a2-2427295becf6,VRU_CRITICAL
004009fa-5c65-4039-8946-37f5f72d0dd6,VRU_CRITICAL
00402a7e-382c-4970-bf56-0305b5dba1f4,VEHICLE_RISK
00404436-c5d3-448b-a19e-ae56ccef7d3c,VEHICLE_RISK
0040969d-da84-4a33-bdcb-d0db362f8778,VEHICLE_RISK
0040f2e6-6bcf-4ea9-bbf7-168a98586917,VEHICLE_RISK
0040fc6a-654a-4470-a7bb-e0e1b5b6252d,VRU_CRITICAL
00413b51-46e1-48f1-a2c4-13161ab93bb1,VEHICLE_RISK
00415283-22e2-4ec7-8b04-f985e86bfe10,VRU_CRITICAL
00418246-fb9f-4c05-a183-c61de7562b50,VRU_CRITICAL
00428f6a-4425-4e8e-aa72-0b3ce3224af9,VRU_CRITICAL
0042a5dc-85c4-41a8-9bdc-25f624bc2dbf,VRU_CRITICAL
0042a99c-c055-40fc-b229-6a9ac252e3bd,VRU_CRITICAL
0042ea9d-a711-47e1-a3dc-8748e7f275a8,VRU_CRITICAL
004343ff-04e3-4591-8ad0-bdfc606b14a7,VEHICLE_RISK
004496c4-be34-4472-b94b-dfeef1c9824b,VEHICLE_RISK
0044bf6d-6313-4508-a669-b93586e8de0c,VRU_CRITICAL
0045314d-df32-4f30-9c39-036f344d6b0e,VEHICLE_RISK
0045383d-a23f-4d0d-9330-5efe34129712,VRU_CRITICAL
0045b96d-04ff-4ffe-af45-565578e29a63,VEHICLE_RISK
00465bd6-236a-4951-8b03-016109ac9ffe,VEHICLE_RISK
0046baba-3094-4346-97f0-14c07c9195ae,VRU_CRITICAL
00471b20-bf16-4b40-ad49-0c00da148ce4,VEHICLE_RISK
00475edb-0c53-4dfa-9f48-af12bffcfb0d,VEHICLE_RISK
00477693-3fae-4991-aee1-d601b7e21c1c,VEHICLE_RISK
00478daf-ca2b-4d8e-b2e1-8ef179df6ba9,VRU_CRITICAL
0047c88b-dab9-40ab-8005-f5000957e205,VRU_CRITICAL
0047e393-c75f-43a4-8f46-5d720ce5ea58,VEHICLE_RISK
004813e3-3dec-4287-9e69-38942acd9113,VRU_CRITICAL
00486bc7-8f39-413d-98ec-8d8c9ed0921e,VRU_CRITICAL
0048c558-85b7-4cf0-a131-d822f995fc12,VEHICLE_RISK
0048ef8a-a422-437b-9f20-49d9c5231046,VEHICLE_RISK
0049b458-faa8-4aff-ba33-41a0190c0c2a,VRU_CRITICAL
004a32c8-1b54-4e4a-889e-3aa91f00b408,VRU_CRITICAL
004af156-7e19-4c94-8fc0-91c0b1c1542c,VEHICLE_RISK
004c4ff5-5b25-4ca4-93a9-ddc7c399055e,VRU_CRITICAL
004c6a1b-1707-4a87-8f45-4580b9d85a24,VEHICLE_RISK
004d28b2-d694-4006-b6cd-3d40475612df,VEHICLE_RISK
004d5c42-dcf5-43f6-a006-3e3cd604c293,VEHICLE_RISK
004d86ae-42bb-46f7-8359-75ba3db76f6c,VRU_CRITICAL
004d9e84-0539-4ccd-ad9e-f28d8dcbce64,VRU_CRITICAL
004dc5a7-371d-4fbd-8119-f2dbead2a062,VRU_CRITICAL
004e2a60-40fa-4853-9d99-825dd7d105bc,VRU_CRITICAL
004ec246-1976-4d3a-b0e2-4963fb6f936a,VRU_CRITICAL
004ec422-b59c-47fc-bde7-1a38f16d37f8,VRU_CRITICAL
004ec5e4-b816-4461-916c-8aa393590cf0,VEHICLE_RISK
004ecdbb-efff-4c6c-8eff-500892c82ba0,VRU_CRITICAL
004f1534-65c9-41c9-b743-858b1c51cf48,VRU_CRITICAL
004f53c1-a0e1-45ae-96ea-b26574a2fba2,VEHICLE_RISK
004f66b4-274c-4542-9783-28900c7b4946,VRU_CRITICAL
004f9b85-7e93-4d20-981c-9be70f833eb1,VEHICLE_RISK
004ffc94-fa26-4560-82b3-3a42f4db7758,VRU_CRITICAL
00500959-d75f-4c0c-91e0-7286515a7dc3,VEHICLE_RISK
005032a0-ac5e-4dd5-97a2-1bf9fa354916,VRU_CRITICAL
0050c01a-ee78-4afa-873d-6d3ae48dd945,VEHICLE_RISK
0050cdde-5226-43fa-abbd-a026ecfe5dd5,VEHICLE_RISK
00513dcc-7645-4375-9c1d-09073c84e6d8,VRU_CRITICAL
00519a91-ef6f-4ae0-886a-0b5cab68d62e,VEHICLE_RISK
00519de7-9a7d-4e75-8b91-a8f9e201f107,VEHICLE_RISK
0051fa3a-5386-4e2e-b059-d137646d81c7,VEHICLE_RISK
00526092-5722-4c00-8d30-c73307a57af2,VRU_CRITICAL
005315ce-15c7-4b9e-94ed-d233e57b8a6e,VRU_CRITICAL
005343b6-dcdd-4d06-aa3c-f9910494e691,VRU_CRITICAL
00536cc3-d3bc-4145-9e83-ce2395abaef8,VRU_CRITICAL
00537baf-fd9c-41b9-b2d1-ed9e689c50f9,VRU_CRITICAL
00539364-d65a-4439-a62b-d11914ca9f54,VRU_CRITICAL
00539bc0-c4d5-493e-8bbc-72ad54f0406b,VRU_CRITICAL
0053b4c8-b066-497f-9b46-02ab8f6de38d,VEHICLE_RISK
0053b6ba-db8a-499c-8b0b-b8b1fb726d4c,VEHICLE_RISK
0053b88e-a30f-4aa9-b1a1-b46700ba4e8a,VRU_CRITICAL
0053d613-e735-415b-b33f-373706a4ee3f,VEHICLE_RISK
0053f4de-28e0-4026-8730-caa74d325ff9,VRU_CRITICAL
00561995-abc2-41e1-bfcf-01785dc5cca9,VEHICLE_RISK
00564aa0-364a-46d9-9568-972b7555a604,VRU_CRITICAL
0056b7c7-1f8f-4993-b969-3f6530db4b9b,VRU_CRITICAL
0056da65-81d9-49d1-b04c-7aea0940e760,VEHICLE_RISK
00571b83-e406-4798-8deb-412bb704f038,VRU_CRITICAL
0057282a-6a61-4f47-9249-04d8daea05e1,VEHICLE_RISK
0057e3d8-c8f8-45b2-bfd3-8c02333a5651,VEHICLE_RISK
0058ac9b-5dc4-4e9f-a477-402e23030416,VRU_CRITICAL
00593031-b673-4eab-819c-9a334a5e1da6,VEHICLE_RISK
0059b251-2dc9-4884-8677-846fe7a9a443,VEHICLE_RISK
0059c5b6-d698-44e5-a5e2-22943a610f29,VRU_CRITICAL
0059dd3e-198d-4cee-a16c-acc4f94dba8c,VEHICLE_RISK
005ad13d-03df-45d0-9061-0e468ac06dae,VRU_CRITICAL
005b1798-cb9c-41a3-924d-95dc2daae98f,VEHICLE_RISK
005b2435-46c5-4fb6-915c-627e5cd8071b,VRU_CRITICAL
005b84a1-2f14-471f-b486-40a4351cd103,VEHICLE_RISK
005c8157-7114-4ed0-ab4f-044121aacc7b,VRU_CRITICAL
005ca56d-4f6f-43ac-a724-cc1bcf7b0659,VRU_CRITICAL
005dd36f-71a2-4a73-83a2-dec7fe4e1ba4,VEHICLE_RISK
005e3d0f-06a5-456f-bc59-026257445d44,VRU_CRITICAL
005e3d4e-9361-4e9b-8253-cd2651fea8e3,VRU_CRITICAL
005e54ea-856b-4cd8-ad01-0f293e44b651,VRU_CRITICAL
005e6100-bbc1-4955-98ed-8af1c6071263,VRU_CRITICAL
005ee131-e22c-456c-9013-59a15edbbab3,VEHICLE_RISK
005f402f-a25d-45c2-afad-aa5d0b92a796,VEHICLE_RISK
005f6b94-a98c-4b42-af2a-f8f44d7951ae,VRU_CRITICAL
005f6f36-8e1c-457e-a6d2-c70346269523,VEHICLE_RISK
005f7545-7b06-43a9-acec-780c10ed8f97,VEHICLE_RISK
00605b61-f416-481d-bc17-f0863ca76980,VRU_CRITICAL
0061045c-735b-4719-9314-b71b823e1575,VEHICLE_RISK
00612330-cd2d-4bb4-ba07-e3a8f5843b3e,VRU_CRITICAL
00615751-d9d2-40b9-99d7-9110fd63022b,VEHICLE_RISK
00615e5d-efc2-429d-b116-225378cd5c24,VEHICLE_RISK
0061f131-772e-4869-bcba-d6578a365a6e,VEHICLE_RISK
0061f5de-561d-4088-b050-c903e5a792f1,VEHICLE_RISK
0062605d-b537-448c-a954-0b244d5ae591,VEHICLE_RISK
0062e03c-629e-4739-bc1c-6b9de9d9a5a9,VEHICLE_RISK
0063864f-933b-45c1-ba89-ac47f16b69da,VRU_CRITICAL
00648447-9e78-4de9-98f5-097062261bd7,VEHICLE_RISK
00653ea1-5295-44a4-8f4f-ea4b4ed44f7c,VRU_CRITICAL
00654688-7210-4c7b-8dc5-ee4f4efe1df1,VEHICLE_RISK
00658fcd-3d2c-47f9-88b2-efe94789bd58,VEHICLE_RISK
006644bf-18d8-409f-9022-7d25dfe60418,VRU_CRITICAL
00669085-554b-4599-b1fb-74e6a1cc595b,VRU_CRITICAL
0067a88d-fdc1-4fce-bfab-c3f39466b317,VEHICLE_RISK
0067e5e5-c29d-44a9-a283-9119a87f64a3,VEHICLE_RISK
0067f8dd-2d12-45c2-9cc3-4da99d1f0712,VEHICLE_RISK
00680df8-f690-4e07-a91a-0e69c3347f82,VRU_CRITICAL
00685051-affb-451f-b275-92bab695f4a6,VEHICLE_RISK
0068b4b1-ea19-4ff9-9743-f2e1586f452e,VEHICLE_RISK
0069ea8f-4c95-4e8a-9a15-73dac0601fd2,VEHICLE_RISK
0069ef2e-f8ce-4ac3-80ca-4b9508be09b8,VRU_CRITICAL
006a8cd7-4ab6-4004-a23c-9c25c7c872fb,VEHICLE_RISK
006af872-50c8-4690-810f-2d08aad3b8e5,VRU_CRITICAL
006b0371-7858-4d15-bafb-9878729b1e0b,VRU_CRITICAL
006b04a9-8fe4-467e-9891-9643bed09f60,VEHICLE_RISK
006b6ef0-5e2b-4cfa-88cf-03e525f5a59a,VEHICLE_RISK
006bb346-e528-4fe3-93db-2813b0ad11a0,VRU_CRITICAL
006bbeee-7fa3-40c8-81ce-f5d11918f244,VEHICLE_RISK
006c1c67-be11-4969-abf8-bc873c1568a5,VRU_CRITICAL
006c50c9-7489-4596-9262-bf259b8419ab,VRU_CRITICAL
006c65cb-631e-4735-8c36-8082ba070397,VEHICLE_RISK
006c84d2-197a-4d9b-9f04-f1918ce73ef5,VEHICLE_RISK
006dd298-d48f-4bdf-8dd9-9893104722f5,VEHICLE_RISK
006ddeaf-5994-491e-8bc7-3661b529f6d0,VEHICLE_RISK
006de612-9ebc-48ca-92f4-bd40134dd9a3,VEHICLE_RISK
006df726-7191-4deb-99a9-3ede00dc2ffa,VEHICLE_RISK
006f23f1-af6f-45dd-b58e-136f8301501b,VRU_CRITICAL
006f7c1a-2607-4d19-8222-c65424ce927e,VRU_CRITICAL
006fe46a-b787-47b0-93cb-9e944a7f0f07,VRU_CRITICAL
0070926e-f699-43f6-864c-2d6b4e8c709f,VEHICLE_RISK
00728be5-be21-4b51-923e-43cfaaf3f9c4,VRU_CRITICAL
0072b227-0c24-49bd-8a05-fc5aa58860c9,VRU_CRITICAL
0072dc81-5275-4e0f-8107-0dd7de75f475,VEHICLE_RISK
00732ccf-9fa8-4d04-bf5e-03e848cbaa56,VEHICLE_RISK
0073a14d-87cc-425e-9417-f6e31467421c,VEHICLE_RISK
0073bfe2-9589-43f0-88a0-2c0be55b5d8d,VEHICLE_RISK
0073fc9e-010e-4485-893b-40668533652b,VRU_CRITICAL
00740ba2-60e9-4bd1-ac44-c6e693ebd718,VEHICLE_RISK
00749e19-3458-444b-a4b2-d207e36941c0,VRU_CRITICAL
0074c8a5-0b22-41f4-83b9-e58f5990342e,VRU_CRITICAL
00750049-eff4-401d-8242-ed99f6334533,VRU_CRITICAL
00755cad-6a3d-49ab-8889-ad0398b35dd4,VRU_CRITICAL
00756111-d919-4cb3-b655-563e6e162b50,VEHICLE_RISK
00764b3e-cadc-4400-ac9e-ed0807394c96,VRU_CRITICAL
00766934-fabe-430b-8a55-9bc5b80d847a,VRU_CRITICAL
00771370-7f41-455e-bb14-3d1edcaf55b6,VEHICLE_RISK
007742b1-fd35-42d8-b70f-d8d189e3a509,VRU_CRITICAL
0077bf00-bb46-4bf7-b021-81b8313c8467,VRU_CRITICAL
00783e57-8a76-46b6-ba3e-9ea202bf528d,VEHICLE_RISK
0078d4fa-1a22-4273-917c-50f54b7d7787,VEHICLE_RISK
00796ac3-1610-4654-8c8a-04c067f9f15d,VRU_CRITICAL
007a1aff-6aa9-41b9-9dca-e1c543779c2c,VEHICLE_RISK
007a87eb-13e5-4168-bf33-6f2042722809,VEHICLE_RISK
007a91ae-0ea3-4c31-bc7c-df0b27705934,VRU_CRITICAL
007b8d98-9e56-46ea-9127-6d9fff61c744,VEHICLE_RISK
007bb626-444c-46c7-92ec-41eab44a8e56,VEHICLE_RISK
007bbea8-e031-4834-ab2a-28a54d9adaf6,VEHICLE_RISK
007c2a54-c3c9-470e-80e6-e452381ef6b9,VEHICLE_RISK
007c4622-3224-4b17-a8d8-831f5f81f68a,VEHICLE_RISK
007c796d-2f22-42c6-b9ee-53fecc73e8cf,VEHICLE_RISK
007cd67b-083d-4a24-b461-5689ad3c1531,VRU_CRITICAL
007cff08-b4e5-4da6-bb98-ebc793a8f878,VRU_CRITICAL
007d34c3-6d9b-4d2d-b96d-d6de8add9eff,VEHICLE_RISK
007d7bac-6ded-4770-bc52-bcd82e026c32,VRU_CRITICAL
007dc691-9b51-4732-b3de-d5091181ab2a,VEHICLE_RISK
007e0ac8-8b98-490c-8d9d-6ee1f194b777,VRU_CRITICAL
007e7778-a8fd-44fe-8919-a874a6ddbd52,VEHICLE_RISK
007e81c0-0765-41fb-9fda-aae23caf204c,VRU_CRITICAL
007fc61f-6076-4eba-a72e-df21ca58cd9f,VEHICLE_RISK
007febb6-20e3-4ed4-8afa-28348e225d95,VEHICLE_RISK
008078b2-f939-4624-9b26-040f5a87ebed,VEHICLE_RISK
00820f7b-6048-4686-8caa-ecff93fa7b91,VEHICLE_RISK
00824105-ca14-4b0a-b312-6da59e90eec0,VRU_CRITICAL
00827fb4-6a3c-4ba4-86bf-12791c0618e7,VRU_CRITICAL
0082c71d-7f2f-4232-93c4-27726886ffc1,VRU_CRITICAL
00835d0c-5a4f-4582-a834-ace08833b343,VEHICLE_RISK
00846203-a10b-421e-9a56-1d50997de512,VRU_CRITICAL
0084a3c4-b2a4-4254-828f-ba4f1a0b740c,VRU_CRITICAL
00850632-26fb-4a9e-8d4b-5bd185dc95c6,VEHICLE_RISK
0085ab90-71ba-473a-bde9-b29e017cddc7,VRU_CRITICAL
0085bf1a-e0d6-4120-ab85-2c82d0ce7c72,VRU_CRITICAL
00865c39-c815-4e89-8754-56d256f3639a,VRU_CRITICAL
00867e0a-11f0-47ef-9a52-cc92445fac7c,VEHICLE_RISK
0086cf6a-2fe7-43fc-81c6-54a4610eb615,VRU_CRITICAL
008715d7-5bc5-464f-a55e-64e83531eaa6,VRU_CRITICAL
00873e58-89cf-4a82-8bf7-4689ed453e97,VRU_CRITICAL
0087809e-fa2f-4f6d-a1f2-571bccab212d,VEHICLE_RISK
0088692e-3f75-4b88-9c48-2c9d7d14449d,VRU_CRITICAL
008933e8-5060-4ea5-9901-b71814c73bbd,VRU_CRITICAL
00895c29-bf0f-460c-bbf7-3d8a54090f51,VEHICLE_RISK
0089c793-d4a1-405f-aadb-50f507104edc,VEHICLE_RISK
0089e4e9-00dc-42e6-b653-bed54ea08604,VRU_CRITICAL
